bid_id,bidder_id,auction
886,tqidv,jyemgkum
661,zrlrw,dtgcjgoa
5354,lkhch,mstczaau
773,butaj,geweclbi
3878,gpcnt,egmcsojs
2820,hkvue,dtgcjgoa
5050,zrlrw,bthurltf
618,hkvue,yrdrezou
4367,hkvue,elklyutg
4591,lxmqp,gjqpyqdr
1438,lkhch,xznlbofn
534,lxmqp,agyfndem
4977,gpcnt,rqrqhncp
3479,zrlrw,xymwpqrc
4266,butaj,pfernluz
1472,butaj,zelqwzkc
2577,butaj,oivwtrly
2589,lkhch,qbpiacbj
4553,vtocj,mdoeaxkr
922,tqidv,yrdrezou
4816,tqidv,iywlwilm
3845,hkvue,eqrpepte
2470,rmhoc,ynrlvwgx
3059,lxmqp,erwpgexf
4412,exkbl,erwpgexf
2169,vtocj,hitozvro
41,lkhch,qtjyuuiz
3004,butaj,erwpgexf
3486,zrlrw,xymwpqrc
1726,hkvue,qlvbsqtx
3145,vtocj,zcymnjbc
550,exkbl,pmekmcve
4858,hkvue,giaomgqz
4839,butaj,bwjpxdsl
3370,lkhch,ixbsntvw
3859,vtocj,pqjmuclj
1517,butaj,qjwnwtfb
692,vtocj,jyemgkum
3317,tqidv,xhqmcidh
2141,butaj,geweclbi
2369,gpcnt,inhlejlx
4701,vtocj,agyfndem
2854,tqidv,pfernluz
1685,lkhch,xzqkoeyp
1093,tqidv,tabelgmj
1395,exkbl,xzqkoeyp
3290,gpcnt,ezwbukzw
3513,butaj,orfqtrlp
3618,zrlrw,qlvbsqtx
1233,butaj,aubegqay
2883,gpcnt,agyfndem
2016,vtocj,lfhfqxik
2310,tqidv,yrdrezou
298,vtocj,ouxkhvli
3935,rmhoc,mjsdgnsx
5349,lkhch,gknwcpkw
4184,vtocj,qlvbsqtx
3043,butaj,zcymnjbc
1330,zrlrw,wugzindc
2003,exkbl,xdeultgu
3667,vtocj,eqrpepte
925,butaj,gjqpyqdr
5475,gpcnt,zhwqnpxl
2033,rmhoc,mdaipezn
3565,tqidv,erwpgexf
4221,rmhoc,dtgcjgoa
4496,vtocj,tabelgmj
895,rmhoc,luzloayk
1823,vtocj,zercyeht
2241,zrlrw,rvythxwz
5147,vtocj,wkzsbtem
2769,rmhoc,anbdjgmo
5185,gpcnt,dzkqxbfx
3131,lxmqp,sqkyarba
1876,gpcnt,iywlwilm
344,lxmqp,lwjetrvf
4601,zrlrw,zbyiwudb
198,lxmqp,tabelgmj
4893,rmhoc,luzloayk
2316,lxmqp,daxjvsys
1510,exkbl,hrhmjowt
1116,gpcnt,inhlejlx
2943,butaj,daxjvsys
1530,vtocj,ecbxhmdt
1711,tqidv,dtgcjgoa
3230,tqidv,nvslxuqm
5222,hkvue,qtjyuuiz
3838,hkvue,imrwlzrb
320,exkbl,oloopafv
1170,zrlrw,pmekmcve
4763,zrlrw,kzupngjc
3955,rmhoc,mstczaau
3082,rmhoc,erwpgexf
994,zrlrw,ouxkhvli
1928,butaj,ezwbukzw
4309,lkhch,qbpiacbj
642,lkhch,imiudkzw
4491,vtocj,dzkqxbfx
3701,lkhch,pqjmuclj
1044,butaj,xnypjovn
4874,lxmqp,ouxkhvli
881,gpcnt,flcxyyar
657,gpcnt,kzupngjc
